Relative Compactness,Surface Area,Wall Area,Roof Area,Overall Height,Orientation,Glazing Area,Glazing Area Distribution,Heating Load,Cooling Load,duration
0.69,735,294,220.5,3.5,4,0.25,5,12.18,15.22,1058
0.69,735,294,220.5,3.5,5,0.25,5,12.47,14.6,1060
0.66,759.5,318.5,220.5,3.5,2,0.25,5,12.93,15.83,1062
0.66,759.5,318.5,220.5,3.5,3,0.25,5,12.82,16.03,1064
0.66,759.5,318.5,220.5,3.5,4,0.25,5,12.78,15.8,1066
0.66,759.5,318.5,220.5,3.5,5,0.25,5,13.02,16.06,1068
0.64,784,343,220.5,3.5,2,0.25,5,16.73,20.13,1070
0.64,784,343,220.5,3.5,3,0.25,5,16.86,20.01,1072
0.64,784,343,220.5,3.5,4,0.25,5,16.76,20.19,1074
0.64,784,343,220.5,3.5,5,0.25,5,16.92,20.29,1076
0.62,808.5,367.5,220.5,3.5,2,0.25,5,13.68,15.19,1078
0.62,808.5,367.5,220.5,3.5,3,0.25,5,13.99,14.61,1080
0.62,808.5,367.5,220.5,3.5,4,0.25,5,14.16,14.61,1082
0.62,808.5,367.5,220.5,3.5,5,0.25,5,13.86,14.75,1084
0.98,514.5,294,110.25,7,2,0.4,1,32.26,33.37,1086
0.98,514.5,294,110.25,7,3,0.4,1,32.26,33.34,1088
0.98,514.5,294,110.25,7,4,0.4,1,32.49,32.83,1090
0.98,514.5,294,110.25,7,5,0.4,1,32.53,33.04,1092
0.9,563.5,318.5,122.5,7,2,0.4,1,36.47,39.28,1094
0.9,563.5,318.5,122.5,7,3,0.4,1,37.24,36.38,1096
0.9,563.5,318.5,122.5,7,4,0.4,1,36.66,35.92,1098
0.9,563.5,318.5,122.5,7,5,0.4,1,35.96,40.99,1100
0.86,588,294,147,7,2,0.4,1,31.89,35.99,1102
0.86,588,294,147,7,3,0.4,1,32.39,30.66,1104
0.86,588,294,147,7,4,0.4,1,32.09,31.7,1106
0.86,588,294,147,7,5,0.4,1,31.29,36.73,1108
0.82,612.5,318.5,147,7,2,0.4,1,29.22,31.71,1110
0.82,612.5,318.5,147,7,3,0.4,1,29.91,29.13,1112
0.82,612.5,318.5,147,7,4,0.4,1,29.53,28.99,1114
0.82,612.5,318.5,147,7,5,0.4,1,28.65,33.54,1116
0.79,637,343,147,7,2,0.4,1,41.4,45.29,1118
0.79,637,343,147,7,3,0.4,1,42.62,39.07,1120
0.79,637,343,147,7,4,0.4,1,42.5,38.35,1122
0.79,637,343,147,7,5,0.4,1,41.67,46.94,1124
0.76,661.5,416.5,122.5,7,2,0.4,1,40.78,39.55,1126
0.76,661.5,416.5,122.5,7,3,0.4,1,39.97,40.85,1128
0.76,661.5,416.5,122.5,7,4,0.4,1,40.71,40.63,1130
0.76,661.5,416.5,122.5,7,5,0.4,1,40.43,39.48,1132
0.74,686,245,220.5,3.5,2,0.4,1,14.52,16.94,1134
0.74,686,245,220.5,3.5,3,0.4,1,14.61,17.25,1136
0.74,686,245,220.5,3.5,4,0.4,1,14.5,17.03,1138
0.74,686,245,220.5,3.5,5,0.4,1,14.55,17.25,1140
0.71,710.5,269.5,220.5,3.5,2,0.4,1,14.51,17.1,1142
0.71,710.5,269.5,220.5,3.5,3,0.4,1,14.6,17.51,1144
0.71,710.5,269.5,220.5,3.5,4,0.4,1,14.5,17.12,1146
0.71,710.5,269.5,220.5,3.5,5,0.4,1,14.58,17.47,1148
0.69,735,294,220.5,3.5,2,0.4,1,14.51,16.5,1150
0.69,735,294,220.5,3.5,3,0.4,1,14.7,17,1152
0.69,735,294,220.5,3.5,4,0.4,1,14.42,16.87,1154
0.69,735,294,220.5,3.5,5,0.4,1,14.42,17.2,1156
0.66,759.5,318.5,220.5,3.5,2,0.4,1,15.23,18.14,1158
0.66,759.5,318.5,220.5,3.5,3,0.4,1,15.23,18.03,1160
0.66,759.5,318.5,220.5,3.5,4,0.4,1,15.23,18.14,1162
0.66,759.5,318.5,220.5,3.5,5,0.4,1,15.23,17.95,1164
0.64,784,343,220.5,3.5,2,0.4,1,19.52,22.72,1166
0.64,784,343,220.5,3.5,3,0.4,1,19.36,22.73,1168
0.64,784,343,220.5,3.5,4,0.4,1,19.48,22.72,1170
0.64,784,343,220.5,3.5,5,0.4,1,19.42,22.53,1172
0.62,808.5,367.5,220.5,3.5,2,0.4,1,15.09,17.2,1174
0.62,808.5,367.5,220.5,3.5,3,0.4,1,17.17,17.21,1176
0.62,808.5,367.5,220.5,3.5,4,0.4,1,17.14,17.15,1178
0.62,808.5,367.5,220.5,3.5,5,0.4,1,17.14,17.2,1180
0.98,514.5,294,110.25,7,2,0.4,2,32.82,32.96,1182
0.98,514.5,294,110.25,7,3,0.4,2,32.71,33.13,1184
0.98,514.5,294,110.25,7,4,0.4,2,32.24,33.94,1186
0.98,514.5,294,110.25,7,5,0.4,2,32.72,33.78,1188
0.9,563.5,318.5,122.5,7,2,0.4,2,35.84,38.35,1190
0.9,563.5,318.5,122.5,7,3,0.4,2,36.57,35.39,1192
0.9,563.5,318.5,122.5,7,4,0.4,2,36.06,34.94,1194
0.9,563.5,318.5,122.5,7,5,0.4,2,35.69,40.66,1196
0.86,588,294,147,7,2,0.4,2,32.48,35.48,1198
0.86,588,294,147,7,3,0.4,2,32.74,30.53,1200
0.86,588,294,147,7,4,0.4,2,32.13,32.28,1202
0.86,588,294,147,7,5,0.4,2,31.64,36.86,1204
0.82,612.5,318.5,147,7,2,0.4,2,28.95,30.34,1206
0.82,612.5,318.5,147,7,3,0.4,2,29.49,27.93,1208
0.82,612.5,318.5,147,7,4,0.4,2,28.64,28.95,1210
0.82,612.5,318.5,147,7,5,0.4,2,28.01,32.92,1212
0.79,637,343,147,7,2,0.4,2,41.64,45.59,1214
0.79,637,343,147,7,3,0.4,2,43.1,39.41,1216
0.79,637,343,147,7,4,0.4,2,42.74,38.84,1218
0.79,637,343,147,7,5,0.4,2,41.92,48.03,1220
0.76,661.5,416.5,122.5,7,2,0.4,2,40.78,39.48,1222
0.76,661.5,416.5,122.5,7,3,0.4,2,40.15,40.4,1224
0.76,661.5,416.5,122.5,7,4,0.4,2,40.57,40.47,1226
0.76,661.5,416.5,122.5,7,5,0.4,2,40.42,39.7,1228
0.74,686,245,220.5,3.5,2,0.4,2,14.54,16.43,1230
0.74,686,245,220.5,3.5,3,0.4,2,14.45,16.93,1232
0.74,686,245,220.5,3.5,4,0.4,2,14.18,16.99,1234
0.74,686,245,220.5,3.5,5,0.4,2,14.5,17.03,1236
0.71,710.5,269.5,220.5,3.5,2,0.4,2,14.7,16.77,1238
0.71,710.5,269.5,220.5,3.5,3,0.4,2,14.66,17.37,1240
0.71,710.5,269.5,220.5,3.5,4,0.4,2,14.4,17.27,1242
0.71,710.5,269.5,220.5,3.5,5,0.4,2,14.71,17.51,1244
0.69,735,294,220.5,3.5,2,0.4,2,14.75,16.44,1246
0.69,735,294,220.5,3.5,3,0.4,2,14.71,17.01,1248
0.69,735,294,220.5,3.5,4,0.4,2,14.33,17.23,1250
0.69,735,294,220.5,3.5,5,0.4,2,14.62,17.22,1252
0.66,759.5,318.5,220.5,3.5,2,0.4,2,15.34,17.85,1254
0.66,759.5,318.5,220.5,3.5,3,0.4,2,15.29,17.89,1256
0.66,759.5,318.5,220.5,3.5,4,0.4,2,15.09,18.36,1258
0.66,759.5,318.5,220.5,3.5,5,0.4,2,15.3,18.15,1260
0.64,784,343,220.5,3.5,2,0.4,2,19.2,21.72,1262
0.64,784,343,220.5,3.5,3,0.4,2,18.88,22.07,1264
0.64,784,343,220.5,3.5,4,0.4,2,18.9,22.09,1266
0.64,784,343,220.5,3.5,5,0.4,2,19.12,21.93,1268
0.62,808.5,367.5,220.5,3.5,2,0.4,2,16.76,17.36,1270
0.62,808.5,367.5,220.5,3.5,3,0.4,2,17.23,17.38,1272
0.62,808.5,367.5,220.5,3.5,4,0.4,2,17.26,16.86,1274
0.62,808.5,367.5,220.5,3.5,5,0.4,2,17.15,16.99,1276
0.98,514.5,294,110.25,7,2,0.4,3,32.82,32.78,1278
0.98,514.5,294,110.25,7,3,0.4,3,32.69,33.24,1280
0.98,514.5,294,110.25,7,4,0.4,3,32.23,33.86,1282
0.98,514.5,294,110.25,7,5,0.4,3,32.75,34,1284
0.9,563.5,318.5,122.5,7,2,0.4,3,34.24,37.26,1286
0.9,563.5,318.5,122.5,7,3,0.4,3,34.95,35.04,1288
0.9,563.5,318.5,122.5,7,4,0.4,3,35.05,33.82,1290
0.9,563.5,318.5,122.5,7,5,0.4,3,34.29,33.31,1292
0.86,588,294,147,7,2,0.4,3,31.28,35.22,1294
0.86,588,294,147,7,3,0.4,3,32.12,34.7,1296
0.86,588,294,147,7,4,0.4,3,32.05,30.11,1298
0.86,588,294,147,7,5,0.4,3,31.84,31.6,1300
0.82,612.5,318.5,147,7,2,0.4,3,28.67,32.43,1302
0.82,612.5,318.5,147,7,3,0.4,3,29.67,30.65,1304
0.82,612.5,318.5,147,7,4,0.4,3,29.47,29.77,1306
0.82,612.5,318.5,147,7,5,0.4,3,28.91,29.64,1308
0.79,637,343,147,7,2,0.4,3,41.26,46.44,1310
0.79,637,343,147,7,3,0.4,3,41.3,44.18,1312
0.79,637,343,147,7,4,0.4,3,42.49,38.81,1314
0.79,637,343,147,7,5,0.4,3,42.08,38.23,1316
0.76,661.5,416.5,122.5,7,2,0.4,3,39.32,38.17,1318
0.76,661.5,416.5,122.5,7,3,0.4,3,39.84,38.48,1320
0.76,661.5,416.5,122.5,7,4,0.4,3,38.89,39.66,1322
0.76,661.5,416.5,122.5,7,5,0.4,3,39.68,40.1,1324
0.74,686,245,220.5,3.5,2,0.4,3,13.97,16.08,1326
0.74,686,245,220.5,3.5,3,0.4,3,14.22,15.39,1328
0.74,686,245,220.5,3.5,4,0.4,3,14.1,16.57,1330
0.74,686,245,220.5,3.5,5,0.4,3,13.78,16.6,1332
0.71,710.5,269.5,220.5,3.5,2,0.4,3,14.07,16.11,1334
0.71,710.5,269.5,220.5,3.5,3,0.4,3,14.03,15.47,1336
0.71,710.5,269.5,220.5,3.5,4,0.4,3,13.94,16.7,1338
0.71,710.5,269.5,220.5,3.5,5,0.4,3,13.86,16.1,1340
0.69,735,294,220.5,3.5,2,0.4,3,14.32,16.35,1342
0.69,735,294,220.5,3.5,3,0.4,3,14.56,15.84,1344
0.69,735,294,220.5,3.5,4,0.4,3,14.33,16.99,1346
0.69,735,294,220.5,3.5,5,0.4,3,14.08,17.02,1348
0.66,759.5,318.5,220.5,3.5,2,0.4,3,15.16,17.04,1350
0.66,759.5,318.5,220.5,3.5,3,0.4,3,15.18,17.63,1352
0.66,759.5,318.5,220.5,3.5,4,0.4,3,14.72,18.1,1354
0.66,759.5,318.5,220.5,3.5,5,0.4,3,14.9,18.22,1356
0.64,784,343,220.5,3.5,2,0.4,3,18.48,20.78,1358
0.64,784,343,220.5,3.5,3,0.4,3,18.71,20.72,1360
0.64,784,343,220.5,3.5,4,0.4,3,18.48,21.54,1362
0.64,784,343,220.5,3.5,5,0.4,3,18.46,21.53,1364
0.62,808.5,367.5,220.5,3.5,2,0.4,3,16.47,16.9,1366
0.62,808.5,367.5,220.5,3.5,3,0.4,3,16.35,17.14,1368
0.62,808.5,367.5,220.5,3.5,4,0.4,3,16.55,16.56,1370
0.62,808.5,367.5,220.5,3.5,5,0.4,3,16.74,16,1372
0.98,514.5,294,110.25,7,2,0.4,4,32.85,32.95,1374
0.98,514.5,294,110.25,7,3,0.4,4,32.67,33.06,1376
0.98,514.5,294,110.25,7,4,0.4,4,32.21,33.95,1378
0.98,514.5,294,110.25,7,5,0.4,4,32.74,33.88,1380
0.9,563.5,318.5,122.5,7,2,0.4,4,36.45,33.98,1382
0.9,563.5,318.5,122.5,7,3,0.4,4,35.73,39.92,1384
0.9,563.5,318.5,122.5,7,4,0.4,4,35.4,39.22,1386
0.9,563.5,318.5,122.5,7,5,0.4,4,36.57,36.1,1388
0.86,588,294,147,7,2,0.4,4,32.38,31.53,1390
0.86,588,294,147,7,3,0.4,4,31.66,36.2,1392
0.86,588,294,147,7,4,0.4,4,32.15,36.21,1394
0.86,588,294,147,7,5,0.4,4,32.75,31,1396
0.82,612.5,318.5,147,7,2,0.4,4,28.93,28.2,1398
0.82,612.5,318.5,147,7,3,0.4,4,28.05,32.35,1400
0.82,612.5,318.5,147,7,4,0.4,4,28.64,31.14,1402
0.82,612.5,318.5,147,7,5,0.4,4,29.52,28.43,1404
0.79,637,343,147,7,2,0.4,4,42.77,38.33,1406
0.79,637,343,147,7,3,0.4,4,41.73,47.59,1408
0.79,637,343,147,7,4,0.4,4,41.32,46.23,1410
0.79,637,343,147,7,5,0.4,4,42.96,39.56,1412
0.76,661.5,416.5,122.5,7,2,0.4,4,40.68,40.36,1414
0.76,661.5,416.5,122.5,7,3,0.4,4,40.4,39.67,1416
0.76,661.5,416.5,122.5,7,4,0.4,4,40.6,39.85,1418
0.76,661.5,416.5,122.5,7,5,0.4,4,40.11,40.77,1420
0.74,686,245,220.5,3.5,2,0.4,4,14.37,16.61,1422
0.74,686,245,220.5,3.5,3,0.4,4,14.48,16.74,1424
0.74,686,245,220.5,3.5,4,0.4,4,14.32,16.9,1426
0.74,686,245,220.5,3.5,5,0.4,4,14.44,17.32,1428
0.71,710.5,269.5,220.5,3.5,2,0.4,4,14.6,16.85,1430
0.71,710.5,269.5,220.5,3.5,3,0.4,4,14.7,17.2,1432
0.71,710.5,269.5,220.5,3.5,4,0.4,4,14.47,17.23,1434
0.71,710.5,269.5,220.5,3.5,5,0.4,4,14.66,17.74,1436
0.69,735,294,220.5,3.5,2,0.4,4,14.54,16.81,1438
0.69,735,294,220.5,3.5,3,0.4,4,14.62,16.88,1440
0.69,735,294,220.5,3.5,4,0.4,4,14.53,16.9,1442
0.69,735,294,220.5,3.5,5,0.4,4,14.71,17.39,1444
0.66,759.5,318.5,220.5,3.5,2,0.4,4,15.34,17.86,1446
0.66,759.5,318.5,220.5,3.5,3,0.4,4,15.29,17.82,1448
0.66,759.5,318.5,220.5,3.5,4,0.4,4,15.09,18.36,1450
0.66,759.5,318.5,220.5,3.5,5,0.4,4,15.3,18.24,1452
0.64,784,343,220.5,3.5,2,0.4,4,19.06,21.68,1454
0.64,784,343,220.5,3.5,3,0.4,4,19.13,21.54,1456
0.64,784,343,220.5,3.5,4,0.4,4,19,22.25,1458
0.64,784,343,220.5,3.5,5,0.4,4,18.84,22.49,1460
0.62,808.5,367.5,220.5,3.5,2,0.4,4,16.44,17.1,1462
0.62,808.5,367.5,220.5,3.5,3,0.4,4,16.9,16.79,1464
0.62,808.5,367.5,220.5,3.5,4,0.4,4,16.94,16.58,1466
0.62,808.5,367.5,220.5,3.5,5,0.4,4,16.77,16.79,1468
0.98,514.5,294,110.25,7,2,0.4,5,32.84,32.88,1470
0.98,514.5,294,110.25,7,3,0.4,5,32.72,33.23,1472
0.98,514.5,294,110.25,7,4,0.4,5,32.21,33.76,1474
0.98,514.5,294,110.25,7,5,0.4,5,32.73,34.01,1476
0.9,563.5,318.5,122.5,7,2,0.4,5,35.67,33.94,1478
0.9,563.5,318.5,122.5,7,3,0.4,5,35.01,33.14,1480
0.9,563.5,318.5,122.5,7,4,0.4,5,34.72,38.79,1482
0.9,563.5,318.5,122.5,7,5,0.4,5,35.24,37.27,1484
0.86,588,294,147,7,2,0.4,5,32.31,29.69,1486
0.86,588,294,147,7,3,0.4,5,31.81,31.2,1488
0.86,588,294,147,7,4,0.4,5,31.12,36.26,1490
0.86,588,294,147,7,5,0.4,5,32.06,35.71,1492
0.82,612.5,318.5,147,7,2,0.4,5,30,29.93,1494
0.82,612.5,318.5,147,7,3,0.4,5,29.5,29.56,1496
0.82,612.5,318.5,147,7,4,0.4,5,29.06,33.84,1498
0.82,612.5,318.5,147,7,5,0.4,5,29.92,32.54,1500
0.79,637,343,147,7,2,0.4,5,42.11,38.56,1502
0.79,637,343,147,7,3,0.4,5,41.96,37.7,1504
0.79,637,343,147,7,4,0.4,5,41.09,47.01,1506
0.79,637,343,147,7,5,0.4,5,40.79,44.87,1508
0.76,661.5,416.5,122.5,7,2,0.4,5,38.82,39.37,1510
0.76,661.5,416.5,122.5,7,3,0.4,5,39.72,39.8,1512
0.76,661.5,416.5,122.5,7,4,0.4,5,39.31,37.79,1514
0.76,661.5,416.5,122.5,7,5,0.4,5,39.86,38.18,1516
0.74,686,245,220.5,3.5,2,0.4,5,14.41,16.69,1518
0.74,686,245,220.5,3.5,3,0.4,5,14.19,16.62,1520
0.74,686,245,220.5,3.5,4,0.4,5,14.17,16.94,1522
0.74,686,245,220.5,3.5,5,0.4,5,14.39,16.7,1524
0.71,710.5,269.5,220.5,3.5,2,0.4,5,12.43,15.59,1526
0.71,710.5,269.5,220.5,3.5,3,0.4,5,12.63,14.58,1528
0.71,710.5,269.5,220.5,3.5,4,0.4,5,12.76,15.33,1530
0.71,710.5,269.5,220.5,3.5,5,0.4,5,12.42,15.31,1532
0.69,735,294,220.5,3.5,2,0.4,5,14.12,16.63,1534
0.69,735,294,220.5,3.5,3,0.4,5,14.28,15.87,1536
0.69,735,294,220.5,3.5,4,0.4,5,14.37,16.54,1538
0.69,735,294,220.5,3.5,5,0.4,5,14.21,16.74,1540
0.66,759.5,318.5,220.5,3.5,2,0.4,5,14.96,17.64,1542
0.66,759.5,318.5,220.5,3.5,3,0.4,5,14.92,17.79,1544
0.66,759.5,318.5,220.5,3.5,4,0.4,5,14.92,17.55,1546
0.66,759.5,318.5,220.5,3.5,5,0.4,5,15.16,18.06,1548
0.64,784,343,220.5,3.5,2,0.4,5,17.69,20.82,1550
0.64,784,343,220.5,3.5,3,0.4,5,18.19,20.21,1552
0.64,784,343,220.5,3.5,4,0.4,5,18.16,20.71,1554
0.64,784,343,220.5,3.5,5,0.4,5,17.88,21.4,1556
0.62,808.5,367.5,220.5,3.5,2,0.4,5,16.54,16.88,1558
0.62,808.5,367.5,220.5,3.5,3,0.4,5,16.44,17.11,1560
0.62,808.5,367.5,220.5,3.5,4,0.4,5,16.48,16.61,1562
0.62,808.5,367.5,220.5,3.5,5,0.4,5,16.64,16.03,1564
